hft_frac,run,diff_vol_ratio,diff_spread_ratio,diff_max_drawdown,diff_recovery_time,diff_mm_panic_ratio,diff_total_executed_volume,diff_post_volume,diff_volume_per_tick,diff_realized_vol_per_volume,diff_n_ticks
0.6,27,1.0055766524477134,0.45941163933507356,0.014587589376915289,9.0,0.0,4.0,-41.0,0.6323983402489617,8.220135763959004e-05,-18.0
0.6,28,-0.8723882654413051,-1.1190760136152864,-0.12623869840339502,-74.0,0.0,14.0,1.0,-0.36068101761252436,-0.0002196995063611049,11.0
0.6,29,0.8032001166973575,0.7697332147214302,0.13267480882694982,-61.0,0.0,5.0,-34.0,2.0903595505618,0.00021865504772902722,-55.0
0.6,30,-0.22672464371122825,-0.10002385564351557,-0.0274512542949594,4.0,0.0,12.0,-26.0,-0.15777865612648156,-2.3689830882286933e-05,6.0
0.6,31,3.846261358799614,3.1339034531187817,0.24748835857931484,65.0,0.0,15.0,-19.0,1.2682077922077948,0.000491592957730958,-38.0
0.6,32,1.5167300610099084,0.9089432204343759,0.1900010132455653,-4.0,0.0,21.0,0.0,0.27599594320486887,0.0004649679320569465,-7.0
0.6,33,-2.316316695261192,-0.09424245752962435,0.0020728946561994754,-2.0,0.0,28.0,-20.0,0.1605110663983922,-0.00023054936542009043,-3.0
0.6,34,-2.2973258084986528,-3.687488165650934,0.056451612903225895,0.0,0.0,11.0,-8.0,-1.640306569343064,-0.0001506334250529981,48.0
0.6,35,0.7057658117913745,0.2009060603513515,-0.09323033010672606,-1.0,0.0,7.0,-8.0,0.2886341463414617,1.5198321998509195e-05,-8.0
0.6,36,0.3774361916916611,-0.927077065192563,-0.08296477943567196,3.0,0.0,7.0,-25.0,-0.16469306930692795,-7.360171957787034e-05,5.0
0.6,37,-2.508135965630946,-1.3551698831168606,-0.06406811281300476,0.0,0.0,1.0,-24.0,-0.18539920948616562,-0.0003421279068235176,6.0
0.6,38,-0.006690820551946031,-0.031790514258754454,-0.019350451839279137,151.0,0.0,0.0,-22.0,0.0,1.06210880507023e-06,0.0
0.6,39,-0.38043376179572097,-0.2983370738696518,-0.057647957957932816,11.0,0.0,17.0,-5.0,-0.38022612085770113,-0.0001359434878321344,13.0
0.6,40,0.8715770662451978,1.468890625407235,0.05579194785368982,-8.0,0.0,3.0,-16.0,1.0284745762711864,0.0002983011362034183,-28.0
0.6,41,0.22854663733147818,0.1278362569584648,0.015010119139253542,-20.0,0.0,12.0,-5.0,0.6741081081081077,8.798913311429732e-05,-19.0
0.6,42,0.6223301429341226,0.40344279685898643,-0.11514285714285707,-40.0,0.0,8.0,-25.0,-0.34090802348336524,8.667432538119564e-05,11.0
0.6,43,-0.597246299497803,-0.45682843950286345,-0.013533511225796324,3.0,0.0,19.0,-18.0,0.27875456389452324,-0.00019069455486488281,-7.0
0.6,44,-0.3011240403970443,-0.15212411539487025,0.08629835438966094,107.0,0.0,1.0,-25.0,0.38054098360655786,6.7382752570554e-05,-12.0
0.6,45,-1.3847141502799412,-2.571533967743383,-0.05922113971130237,21.0,0.0,5.0,-20.0,-0.5738759689922475,-2.923289348436109e-05,16.0
0.6,46,-0.016712389895082058,-0.021580504258474242,0.02057335075310468,11.0,0.0,0.0,-36.0,0.0,4.239814780570769e-07,0.0
0.6,47,-0.21433908465803508,-0.22207265559008227,-0.1000281769512539,-3.0,0.0,20.0,-16.0,-0.3984669260700393,-5.918003665045493e-05,14.0
0.6,48,1.9257479858231847,0.8885501550036183,0.019283911536980836,-20.0,0.0,7.0,-16.0,0.2942926829268302,0.00036978221710547653,-8.0
0.6,49,1.1545368581635813,1.673685669109651,0.022868966239752736,-2.0,0.0,6.0,-37.0,0.45816427104722734,6.178453670508478e-05,-13.0
