fast_share,softlimit,run,vol_ratio,spread_ratio,max_drawdown,mm_panic_ratio
0.3,10,19,1.1489972083518742,1.2017557968018626,0.09316154608523296,1.0
0.4,10,0,0.9246302026593644,1.003717649240604,0.08921933085501854,1.0
0.4,10,1,0.9973529212475901,1.2744241468572475,0.11870845204178537,1.0
0.4,10,2,1.2104714027341386,1.1906776759896707,0.13645833333333326,1.0
0.4,10,3,1.092785907190471,0.9948488214565757,0.08440913604766634,1.0
0.4,10,4,0.9391525459104286,1.002404262719473,0.10133060388945758,1.0
0.4,10,5,1.3104533844387551,1.3277281446722182,0.16123188405797112,1.0
0.4,10,6,1.116980708516649,1.0769600079642265,0.12970711297071122,1.0
0.4,10,7,0.9416251527566185,1.027851253767284,0.1100726895119418,1.0
0.4,10,8,0.8698282570771775,0.9917710835111038,0.10000000000000003,1.0
0.4,10,9,1.0667574032919223,1.196212705518459,0.10330578512396695,1.0
0.4,10,10,1.2514936477409906,0.9974841343383245,0.12322274881516587,1.0
0.4,10,11,1.4147299528899004,1.3906960303359392,0.11458333333333333,1.0
0.4,10,12,0.69316445476593,0.8902864803142138,0.10032017075773751,1.0
0.4,10,13,0.8807809996475015,0.9295739899554382,0.10471204188481675,1.0
0.4,10,14,0.985906630136769,0.8800717239200879,0.10344827586206891,1.0
0.4,10,15,1.0302225588511462,1.0584880947746125,0.11391018619934273,1.0
0.4,10,16,1.2677072508812388,1.0351573212987537,0.09743040685224848,1.0
0.4,10,17,1.0183779199261471,0.9724766336276508,0.09720885466795003,1.0
0.4,10,18,1.026585799615285,1.1260756507429703,0.105,1.0
0.4,10,19,1.2062535216245955,1.1324913519047668,0.09220532319391637,1.0
0.5,10,0,1.0168918663082203,1.074012376626305,0.1722054380664652,1.0
0.5,10,1,1.3078290892713547,1.240443476037608,0.09514925373134331,1.0
0.5,10,2,1.0377527088647895,1.1756964039243434,0.10335195530726264,1.0
0.5,10,3,1.2083912594380795,1.0659013589281756,0.1013039117352057,1.0
0.5,10,4,1.2363717277999453,1.1976656062748874,0.1425818882466281,1.0
0.5,10,5,1.0980485359728092,0.8913699164437928,0.1145833333333334,1.0
0.5,10,6,1.034930539422629,1.133324815263559,0.10869565217391304,1.0
0.5,10,7,0.8059563436727487,1.0571522834092986,0.10282258064516131,1.0
0.5,10,8,1.1892737757574166,1.155592617991041,0.11711711711711714,1.0
0.5,10,9,0.8782536313426578,1.183189685960389,0.12296983758700705,1.0
0.5,10,10,1.08829945216991,1.0104964498852782,0.08955223880597017,1.0
0.5,10,11,0.9007231306563744,1.0015939930223297,0.1138211382113821,1.0
0.5,10,12,1.0677464715158744,1.095235817754906,0.12244897959183673,1.0
0.5,10,13,0.9595778899529644,1.139411700622605,0.09847806624888093,1.0
0.5,10,14,0.9243548026090322,0.972521504222975,0.09261186264308004,1.0
0.5,10,15,1.3129015061699831,1.0708580495818827,0.10678642714570862,1.0
0.5,10,16,1.1533508659137601,1.2132121035019887,0.08055555555555559,1.0
0.5,10,17,0.9792801203159684,1.2759545732048456,0.09781477627471376,1.0
0.5,10,18,0.9200600860344482,0.760369108697578,0.10944808231992519,1.0
0.5,10,19,1.2940479444253208,1.1796414958923191,0.11627906976744186,1.0
0.6,10,0,1.2839145403569046,1.477238272158968,0.1152073732718894,1.0
0.6,10,1,0.9769939072240038,1.0979649044918343,0.10488058151609547,1.0
0.6,10,2,0.9186752425252855,1.1977298285826012,0.11648351648351642,1.0
0.6,10,3,1.0018016849732634,1.003178764603918,0.10758885686839567,1.0
0.6,10,4,0.9377482347518338,1.1746498088287136,0.13031674208144803,1.0
0.6,10,5,1.325833429045313,1.2312618471166397,0.0861244019138756,1.0
0.6,10,6,1.1743767801998737,1.2942584341925703,0.13102119460500958,1.0
0.6,10,7,1.5500226197557987,1.2868296905609447,0.10500963391136793,1.0
0.6,10,8,0.7706539410487144,1.016536204784472,0.13325991189427308,1.0
0.6,10,9,1.2170681049647207,1.1313646346590438,0.10439560439560444,1.0
0.6,10,10,1.312315940179872,1.337640469938224,0.1065400843881856,1.0
0.6,10,11,1.1295557791601212,1.046045866626035,0.11715481171548106,1.0
0.6,10,12,1.0743791990790674,1.2161045667031025,0.08967674661105327,1.0
