fast_share,lag,run,vol_ratio,spread_ratio,max_drawdown,mm_panic_ratio
0.5,1,11,1.1616041255511742,0.9610011583508844,0.1029684601113172,1.0
0.5,1,12,1.5892738196995428,1.221440112821283,0.10536044362292056,1.0
0.5,1,13,1.2511716908787949,1.8398055087909573,0.12808460634547583,1.0
0.5,1,14,1.6300822316324497,1.9367490125428717,0.10214007782101167,1.0
0.5,1,15,1.3549701294410745,1.6880157645635263,0.09302325581395357,0.9866666666666667
0.5,1,16,1.2934413731488874,1.5256358027554615,0.10474308300395264,0.9766666666666667
0.5,1,17,1.0268837186421917,1.3794926254504494,0.12023121387283243,1.0
0.5,1,18,1.487070183663337,1.6792233156652467,0.09869083585095667,0.9966666666666667
0.5,1,19,1.3568897172816141,1.2400623374878208,0.10598111227701988,1.0
0.6,1,0,0.9053632556943775,1.2375809450179902,0.1326424870466321,1.0
0.6,1,1,0.9594228807870463,1.094704462595442,0.10080645161290322,1.0
0.6,1,2,1.0691654844677776,1.2268568880663402,0.10455486542443058,1.0
0.6,1,3,1.0502408847752867,1.1609078303349092,0.12097669256381789,1.0
0.6,1,4,1.0681202505624245,1.363520820063522,0.11651469098277609,1.0
0.6,1,5,1.0067469121362453,1.2942174132771727,0.10638297872340426,1.0
0.6,1,6,1.2345085894657846,1.2934309469648237,0.12608277189605396,1.0
0.6,1,7,1.45957889344772,1.941798817444877,0.09330819981149852,1.0
0.6,1,8,1.249187030128262,1.269731086866441,0.1054766734279918,1.0
0.6,1,9,1.553024635586286,1.7903839415506195,0.12703252032520324,1.0
0.6,1,10,1.4503063057633458,1.4549877255568555,0.11167002012072443,1.0
0.6,1,11,1.0340670450872746,1.2963026661257397,0.08826479438314942,1.0
0.6,1,12,1.2471402600053705,1.2465042591552336,0.22535211267605637,1.0
0.6,1,13,1.3637966735846703,1.3085105789735327,0.10366972477064218,1.0
0.6,1,14,1.3177309318403623,1.5219836520808376,0.12465627864344633,1.0
0.6,1,15,2.0215168088721063,2.265757628335458,0.11589743589743587,0.98
0.6,1,16,0.9482701856353598,1.2447421200158582,0.1107561235356763,0.9866666666666667
0.6,1,17,1.5278364861570102,1.3422603492046354,0.13560804899387577,1.0
0.6,1,18,1.2300491355206205,1.3591338308987064,0.11907164480322904,1.0
0.6,1,19,1.366174269608276,1.8676957761890807,0.10278372591006432,1.0
0.7,1,0,1.0743092132984655,1.1847619570156747,0.11086474501108647,1.0
0.7,1,1,1.09092630401307,1.1185461632685152,0.09980430528375736,1.0
0.7,1,2,1.2617476970304808,1.7252133628052035,0.1028938906752411,1.0
0.7,1,3,1.4317016356382444,1.8244454148724125,0.11684210526315783,0.9966666666666667
0.7,1,4,1.0188892503688363,1.0007686779714553,0.07400555041628122,1.0
0.7,1,5,1.0777671247074472,0.9719237717566679,0.09596412556053814,1.0
0.7,1,6,1.8275457707840872,2.401432266660632,0.10131712259371833,0.97
0.7,1,7,1.1729924150638742,1.2181955562177753,0.09948717948717951,1.0
0.7,1,8,1.0942651537736343,1.114819853188029,0.1045685279187817,1.0
0.7,1,9,2.4845635764178633,1.9776691089929852,0.12443642921550957,1.0
0.7,1,10,1.3283879894880668,1.192157129925564,0.08952187182095624,1.0
0.7,1,11,1.0701621636359608,1.3776459730415918,0.16773017319963543,1.0
0.7,1,12,1.2238200497826421,1.7142122545860972,0.11003236245954695,1.0
0.7,1,13,1.1956141068792214,1.5124601530806587,0.17374517374517376,1.0
0.7,1,14,1.1430934158212354,1.239194522798056,0.11062906724511934,1.0
0.7,1,15,1.5138663938858168,2.044565609373167,0.13015873015873014,1.0
0.7,1,16,1.0561962516866972,0.9521235854206632,0.11020408163265304,1.0
0.7,1,17,1.5763217271931385,1.460658515143999,0.09267431597528684,1.0
0.7,1,18,1.224168609870822,1.212444651308522,0.09482758620689652,1.0
0.7,1,19,2.6155594208662962,2.9458311418485863,0.09552238805970144,0.9733333333333334
0.8,1,0,1.616864432808956,2.4856172988909204,0.10602409638554214,1.0
0.8,1,1,1.584943176654152,1.8612002932472202,0.1051051051051051,1.0
0.8,1,2,1.5101441936263698,1.6246257694695303,0.11028037383177568,1.0
