fast_share,run,vol_ratio,spread_ratio,recovery_time,max_drawdown,mm_panic_ratio
0.7,12,1.2617476970304808,1.7252133628052035,300,0.1028938906752411,1.0
0.7,13,1.4317016356382444,1.8244454148724125,24,0.11684210526315783,0.9966666666666667
0.7,14,1.0188892503688363,1.0007686779714553,9,0.07400555041628122,1.0
0.7,15,1.0777671247074472,0.9719237717566679,6,0.09596412556053814,1.0
0.7,16,1.8275457707840872,2.401432266660632,90,0.10131712259371833,0.97
0.7,17,1.1729924150638742,1.2181955562177753,300,0.09948717948717951,1.0
0.7,18,1.0942651537736343,1.114819853188029,11,0.1045685279187817,1.0
0.7,19,2.4845635764178633,1.9776691089929852,9,0.12443642921550957,1.0
0.7,20,1.3283879894880668,1.192157129925564,60,0.08952187182095624,1.0
0.7,21,1.0701621636359608,1.3776459730415918,9,0.16773017319963543,1.0
0.7,22,1.2238200497826421,1.7142122545860972,300,0.11003236245954695,1.0
0.7,23,1.1956141068792214,1.5124601530806587,11,0.17374517374517376,1.0
0.7,24,1.1430934158212354,1.239194522798056,300,0.11062906724511934,1.0
0.7,25,1.5138663938858168,2.044565609373167,300,0.13015873015873014,1.0
0.7,26,1.0561962516866972,0.9521235854206632,9,0.11020408163265304,1.0
0.7,27,1.5763217271931385,1.460658515143999,7,0.09267431597528684,1.0
0.7,28,1.224168609870822,1.212444651308522,258,0.09482758620689652,1.0
0.7,29,2.6155594208662962,2.9458311418485863,13,0.09552238805970144,0.9733333333333334
0.8,0,1.1584569326900571,1.1279005769202304,16,0.12283894449499544,1.0
0.8,1,1.8007780906917452,2.323092285272994,44,0.10218978102189792,0.99
0.8,2,1.07559582040312,1.1100853750942317,17,0.12270531400966186,1.0
0.8,3,1.342926410377527,1.4598607443959373,3,0.09745390693590876,1.0
0.8,4,1.0480379176402868,1.01018195613139,9,0.09825528007346192,1.0
0.8,5,2.6471912922569265,2.6230455157083794,25,0.0989690721649484,0.9966666666666667
0.8,6,1.4509238438449963,1.9701110143530878,10,0.10958904109589043,1.0
0.8,7,1.1871888056233504,1.6890962513352454,107,0.10739030023094685,1.0
