hft_frac,info_lag,softlimit,metric,n_boot,n_base,n_delay,n_liquidity,n_combined,interaction_point,interaction_boot_mean,ci_low,ci_high,p_two_sided,ci_excludes_zero,positive_point
0.2,5,50,high_vol_cluster_share,1000,30,30,30,30,-0.003567447045707939,-0.0003340022296543954,-0.16700668896321078,0.1552006688963211,0.99,False,False
0.2,5,50,vol_ratio,1000,30,30,30,30,0.07256601220538816,0.08888485377449028,-0.6450323260820471,0.8832631798373152,0.838,False,True
0.2,10,20,acf_abs_ret_1,1000,30,30,30,30,-0.04982089823194896,-0.049586393054071955,-0.11329554193791723,0.018748852157204968,0.158,False,False
0.2,10,20,acf_abs_ret_5,1000,30,30,30,30,-0.12044969737096113,-0.12134497909248182,-0.19634306839009252,-0.038895297941893635,0.008,True,False
0.2,10,20,vol_persistence,1000,30,30,30,30,-0.009208295542225464,-0.009135467722079373,-0.016772382504430992,-0.0017737328178602952,0.016,True,False
0.2,10,20,high_vol_cluster_share,1000,30,30,30,30,-0.19910813823857282,-0.19883054626532895,-0.35443979933110376,-0.024470457079152783,0.02,True,False
0.2,10,20,vol_ratio,1000,30,30,30,30,-0.9450787213128518,-0.9540478444024645,-1.9311324431067274,0.026332172682988854,0.052,False,False
0.2,10,50,acf_abs_ret_1,1000,30,30,30,30,0.019301174622953277,0.019025890252800867,-0.049038274817667066,0.08269701258753968,0.602,False,True
0.2,10,50,acf_abs_ret_5,1000,30,30,30,30,-0.03450058149752665,-0.034279670578004684,-0.10788090411669372,0.039182480759525094,0.368,False,False
0.2,10,50,vol_persistence,1000,30,30,30,30,-0.0007833910281227485,-0.000937008622281468,-0.00916706973146319,0.007510643233822733,0.824,False,False
0.2,10,50,high_vol_cluster_share,1000,30,30,30,30,-0.01326644370122626,-0.01459977703455966,-0.1751783723522854,0.13824136008918625,0.856,False,False
0.2,10,50,vol_ratio,1000,30,30,30,30,-0.15006061402358517,-0.1400592928501811,-1.2062566285171274,0.7041559604097122,0.788,False,False
0.4,1,20,acf_abs_ret_1,1000,30,30,30,30,0.007261933352662342,0.005262597718420351,-0.061494945247693465,0.07074391525968471,0.892,False,True
0.4,1,20,acf_abs_ret_5,1000,30,30,30,30,-0.004857930923576781,-0.0068079120164000915,-0.07766993329821975,0.0652321882462276,0.852,False,False
0.4,1,20,vol_persistence,1000,30,30,30,30,0.0024448643375127865,0.0024851737384840493,-0.006096054316989741,0.011219717629805542,0.574,False,True
0.4,1,20,high_vol_cluster_share,1000,30,30,30,30,-0.1225195094760313,-0.12632095875139357,-0.28105072463768127,0.03144091415830532,0.12,False,False
0.4,1,20,vol_ratio,1000,30,30,30,30,-0.7518105714708123,-0.769487076685303,-1.5709376530028387,0.026453137155709072,0.062,False,False
0.4,1,50,acf_abs_ret_1,1000,30,30,30,30,-0.013029138132791496,-0.016270425973309712,-0.0953587802235586,0.059532453612529276,0.69,False,False
